Rank,Title,Year,Duration,Genre,Image
203,Dragons,2010,1 h 38 min.,"Animation, Aventure, Comédie",https://media.senscritique.com/media/000006509944/300/dragons.jpg
204,Dragons 2,2014,1 h 45 min.,"Animation, Action, Aventure",https://media.senscritique.com/media/000006984192/300/dragons_2.jpg
205,Dragons 3 : Le Monde caché,2019,1 h 44 min.,"Animation, Action, Aventure",https://media.senscritique.com/media/000018296169/300/dragons_3_le_monde_cache.jpg
206,Gone Girl,2014,2 h 29 min.,"Drame, Thriller, Film noir",https://media.senscritique.com/media/000015538722/300/gone_girl.jpg
207,Les Nouveaux Sauvages,2014,2 h 02 min.,"Comédie, Drame, Sketches",https://media.senscritique.com/media/000019614870/300/les_nouveaux_sauvages.jpg
208,The Truman Show,1998,1 h 43 min.,"Comédie dramatique, Science-fiction",https://media.senscritique.com/media/000007138610/300/the_truman_show.jpg
209,Stalker,1979,2 h 43 min.,"Drame, Science-fiction",https://media.senscritique.com/media/000006360574/300/stalker.jpg
210,The Grand Budapest Hotel,2014,1 h 39 min.,"Comédie, Drame",https://media.senscritique.com/media/000006352793/300/the_grand_budapest_hotel.jpg
211,Au nom du père,1993,2 h 13 min.,"Biopic, Drame, Thriller",https://media.senscritique.com/media/000020313148/300/au_nom_du_pere.jpg
212,Stand by Me,1986,1 h 29 min.,"Aventure, Drame",https://media.senscritique.com/media/000019241265/300/stand_by_me.jpg
213,Hotel Rwanda,2004,2 h 01 min.,"Biopic, Drame, Historique",https://media.senscritique.com/media/000007227065/300/hotel_rwanda.jpg
214,Assurance sur la mort,1944,1 h 47 min.,Film noir,https://media.senscritique.com/media/000005759768/300/assurance_sur_la_mort.png
215,Traffic,2000,2 h 27 min.,"Policier, Drame, Thriller",https://media.senscritique.com/media/000019184349/300/traffic.jpg
216,Platoon,1986,2 h.,"Drame, Guerre",https://media.senscritique.com/media/000012235259/300/platoon.jpg
217,Into the Wild,2007,2 h 28 min.,"Biopic, Road movie, Drame",https://media.senscritique.com/media/000019629038/300/into_the_wild.jpg
218,Network - Main basse sur la TV,1976,2 h 01 min.,Drame,https://media.senscritique.com/media/000019258118/300/network_main_basse_sur_la_tv.jpg
219,Persona,1966,1 h 24 min.,Drame,https://media.senscritique.com/media/000000170728/300/persona.jpg
220,Ben-Hur,1959,3 h 42 min.,"Péplum, Historique, Drame",https://media.senscritique.com/media/000016152208/300/ben_hur.jpg
221,Monty Python - La Vie de Brian,1979,1 h 34 min.,"Comédie, Péplum, Aventure",https://media.senscritique.com/media/000020211567/300/monty_python_la_vie_de_brian.jpg
222,12 Years a Slave,2013,2 h 14 min.,"Biopic, Drame, Historique",https://media.senscritique.com/media/000005691560/300/12_years_a_slave.jpg
223,Million Dollar Baby,2004,2 h 12 min.,"Sport, Drame",https://media.senscritique.com/media/000008845171/300/million_dollar_baby.jpg
224,Before Sunrise,1995,1 h 41 min.,Romance,https://media.senscritique.com/media/000006202644/300/before_sunrise.jpg
225,Les Incorruptibles,1987,1 h 59 min.,"Policier, Drame, Historique",https://media.senscritique.com/media/000012223252/300/les_incorruptibles.jpg
226,Prisoners,2013,2 h 33 min.,"Policier, Drame, Thriller",https://media.senscritique.com/media/000005479390/300/prisoners.jpg
227,Mad Max - Fury Road,2015,2 h.,"Action, Aventure, Science-fiction",https://media.senscritique.com/media/000017108234/300/mad_max_fury_road.jpg
228,Logan,2017,2 h 15 min.,"Action, Science-fiction, Aventure",https://media.senscritique.com/media/000017509471/300/logan.jpg
229,Hatchi,2010,1 h 33 min.,"Drame, Biopic",https://media.senscritique.com/media/000009494804/300/hatchi.jpg
230,L'Adieu,2019,1 h 40 min.,Comédie dramatique,https://media.senscritique.com/media/000018971639/300/l_adieu.jpg
231,Ne vous retournez pas,1973,1 h 50 min.,"Drame, Thriller, Épouvante-Horreur",https://media.senscritique.com/media/000019826293/300/ne_vous_retournez_pas.jpg
232,Le Salaire de la peur,1953,2 h 28 min.,"Aventure, Drame, Thriller",https://media.senscritique.com/media/000020395334/300/le_salaire_de_la_peur.jpg
233,Arrête-moi si tu peux,2002,2 h 21 min.,"Biopic, Comédie, Policier",https://media.senscritique.com/media/000019636200/300/arrete_moi_si_tu_peux.jpg
234,Fantastic Mr. Fox,2009,1 h 27 min.,"Aventure, Comédie, Animation",https://media.senscritique.com/media/000006592959/300/fantastic_mr_fox.jpg
235,Le Ruban blanc,2009,2 h 24 min.,"Drame, Historique, Thriller",https://media.senscritique.com/media/000022153978/300/le_ruban_blanc.jpg
236,BlacKkKlansman - J'ai infiltré le Ku Klux Klan,2018,2 h 16 min.,"Comédie, Policier, Biopic",https://media.senscritique.com/media/000017867305/300/blac_kk_klansman_j_ai_infiltre_le_ku_klux_klan.jpg
237,La dolce vita,1960,2 h 54 min.,Comédie dramatique,https://media.senscritique.com/media/000020048338/300/la_dolce_vita.jpg
238,Spotlight,2015,2 h 08 min.,Thriller,https://media.senscritique.com/media/000014913117/300/spotlight.jpg
239,Amours chiennes,2000,2 h 33 min.,"Drame, Thriller",https://media.senscritique.com/media/000007085802/300/amours_chiennes.jpg
240,Harry Potter à l'école des sorciers,2001,2 h 32 min.,"Aventure, Fantastique",https://media.senscritique.com/media/000004022785/300/harry_potter_a_l_ecole_des_sorciers.jpg
241,Harry Potter et la chambre des secrets,2002,2 h 41 min.,"Aventure, Fantastique",https://media.senscritique.com/media/000000158006/300/harry_potter_et_la_chambre_des_secrets.jpg
242,Avatar,2009,2 h 42 min.,"Action, Aventure, Science-fiction",https://media.senscritique.com/media/000019629031/300/avatar.jpg
243,A History of Violence,2005,1 h 35 min.,"Thriller, Film noir",https://media.senscritique.com/media/000000134301/300/a_history_of_violence.jpg
244,Barry Lyndon,1975,3 h 04 min.,"Drame, Historique, Aventure",https://media.senscritique.com/media/000012564669/300/barry_lyndon.jpg
245,Solaris,1972,2 h 47 min.,"Drame, Science-fiction",https://media.senscritique.com/media/000014304395/300/solaris.jpg
246,Tigre et Dragon,2000,1 h 59 min.,"Arts martiaux, Aventure, Fantasy",https://media.senscritique.com/media/000019274240/300/tigre_et_dragon.jpg
247,Toni Erdmann,2016,2 h 42 min.,Comédie dramatique,https://media.senscritique.com/media/000016213257/300/toni_erdmann.jpg
248,Rocky,1976,1 h 59 min.,"Drame, Sport",https://media.senscritique.com/media/000012395998/300/rocky.jpg
249,Butch Cassidy et le Kid,1969,1 h 50 min.,"Biopic, Western",https://media.senscritique.com/media/000013887033/300/butch_cassidy_et_le_kid.jpg
250,Manhattan,1979,1 h 36 min.,"Comédie, Drame, Romance",https://media.senscritique.com/media/000004888956/300/manhattan.jpg
251,Monstres & Cie,2001,1 h 32 min.,"Comédie, Animation",https://media.senscritique.com/media/000011924020/300/monstres_cie.jpg
252,Le Cercle des poètes disparus,1989,2 h 08 min.,Drame,https://media.senscritique.com/media/000012163033/300/le_cercle_des_poetes_disparus.jpg
253,Les Raisins de la colère,1940,2 h 09 min.,"Drame, Historique, Road movie",https://media.senscritique.com/media/000018650118/300/les_raisins_de_la_colere.jpg
254,L'Homme qui voulait savoir,1988,1 h 47 min.,Thriller,https://media.senscritique.com/media/000007574066/300/l_homme_qui_voulait_savoir.jpg
255,Las Vegas Parano,1998,1 h 58 min.,"Comédie, Road movie",https://media.senscritique.com/media/000010922254/300/las_vegas_parano.jpg
256,Wallace et Gromit - Le Mystère du Lapin-garou,2005,1 h 25 min.,"Animation, Comédie",https://media.senscritique.com/media/000006539327/300/wallace_et_gromit_le_mystere_du_lapin_garou.jpg
257,Le Faucon maltais,1941,1 h 40 min.,Film noir,https://media.senscritique.com/media/000016072222/300/le_faucon_maltais.jpg
258,La Haine,1995,1 h 38 min.,Drame,https://media.senscritique.com/media/000022117193/300/la_haine.png
259,Gandhi,1982,3 h 11 min.,"Biopic, Drame, Historique",https://media.senscritique.com/media/000009456689/300/gandhi.jpg
260,In the Mood for Love,2000,1 h 38 min.,"Drame, Romance",https://media.senscritique.com/media/000020197781/300/in_the_mood_for_love.jpg
261,Donnie Darko,2001,1 h 53 min.,"Drame, Science-fiction",https://media.senscritique.com/media/000019633715/300/donnie_darko.png
262,Un jour sans fin,1993,1 h 43 min.,"Comédie, Fantastique, Romance",https://media.senscritique.com/media/000019423016/300/un_jour_sans_fin.jpg
263,La Couleur des sentiments,2011,2 h 26 min.,"Drame, Comédie",https://media.senscritique.com/media/000007177821/300/la_couleur_des_sentiments.jpg
264,Le Magicien d'Oz,1939,1 h 42 min.,"Aventure, Fantastique, Comédie musicale",https://media.senscritique.com/media/000012254945/300/le_magicien_d_oz.jpg
265,Les Gardiens de la galaxie,2014,2 h 02 min.,"Action, Aventure, Science-fiction",https://media.senscritique.com/media/000016933664/300/les_gardiens_de_la_galaxie.jpg
266,Les Dents de la mer,1975,2 h 04 min.,"Épouvante-Horreur, Thriller, Drame",https://media.senscritique.com/media/000021564602/300/les_dents_de_la_mer.png
267,Before Sunset,2004,1 h 20 min.,"Drame, Romance",https://media.senscritique.com/media/000000169602/300/before_sunset.png
268,Pirates des Caraïbes - La Malédiction du Black Pearl,2003,2 h 23 min.,"Action, Aventure, Fantastique",https://media.senscritique.com/media/000004981615/300/pirates_des_caraibes_la_malediction_du_black_pearl.jpg
269,Pirates des Caraïbes - Le Secret du coffre maudit,2006,2 h 31 min.,"Action, Aventure, Fantastique",https://media.senscritique.com/media/000004766961/300/pirates_des_caraibes_le_secret_du_coffre_maudit.jpg
270,Pirates des Caraïbes - Jusqu'au bout du monde,2007,2 h 49 min.,"Action, Aventure, Fantastique",https://media.senscritique.com/media/000005695642/300/pirates_des_caraibes_jusqu_au_bout_du_monde.jpg
271,L'Exorciste,1973,2 h 02 min.,Épouvante-Horreur,https://media.senscritique.com/media/000012299189/300/l_exorciste.jpg
272,Un après-midi de chien,1975,2 h 05 min.,"Drame, Gangster",https://media.senscritique.com/media/000012535576/300/un_apres_midi_de_chien.jpg
273,L'Arnaque,1973,2 h 09 min.,"Comédie, Gangster",https://media.senscritique.com/media/000019188970/300/l_arnaque.jpg
274,La Grande Évasion,1963,2 h 52 min.,"Aventure, Guerre",https://media.senscritique.com/media/000012268355/300/la_grande_evasion.jpg
275,Once Upon a Time... in Hollywood,2019,2 h 41 min.,"Drame, Comédie",https://media.senscritique.com/media/000021158958/300/once_upon_a_time_in_hollywood.png
276,King Kong,1933,1 h 40 min.,"Aventure, Épouvante-Horreur, Fantastique",https://media.senscritique.com/media/000010136669/300/king_kong.jpg
277,Glengarry,1992,1 h 40 min.,Policier,https://media.senscritique.com/media/000019167562/300/glengarry.jpg
278,Memories of Murder,2003,2 h 10 min.,"Policier, Drame, Thriller",https://media.senscritique.com/media/000014820526/300/memories_of_murder.jpg
279,Une séparation,2011,2 h 03 min.,Drame,https://media.senscritique.com/media/000012964273/300/une_separation.jpg
280,Rush,2013,2 h 03 min.,"Action, Biopic, Drame",https://media.senscritique.com/media/000005412716/300/rush.jpg
281,Princess Bride,1987,1 h 38 min.,"Romance, Aventure, Fantasy",https://media.senscritique.com/media/000019183571/300/princess_bride.jpg
282,Funny Games,1997,1 h 48 min.,"Drame, Thriller",https://media.senscritique.com/media/000012799598/300/funny_games.jpg
